index,Core Density,CC AB,F1,Team Size,Self Activation Status
75_Yes_Network_1,75,-1.0,1.0,2,Yes
75_Yes_Network_2,75,-0.7515130994029163,0.8757566666666665,2,Yes
75_Yes_Network_3,75,-1.0,1.0,2,Yes
75_Yes_Network_4,75,-1.0,1.0,2,Yes
75_Yes_Network_5,75,-1.0,1.0,2,Yes
75_Yes_Network_6,75,-1.0,1.0,2,Yes
75_Yes_Network_7,75,-0.7151241360880446,0.75017,2,Yes
75_Yes_Network_8,75,-0.7494584497019203,0.87473,2,Yes
75_Yes_Network_9,75,-0.7130948542345167,0.74978,2,Yes
75_Yes_Network_10,75,-1.0,1.0,2,Yes
75_Yes_Network_11,75,-0.7481580640976911,0.8740766666666668,2,Yes
75_Yes_Network_12,75,-0.7147219134525314,0.7502066666666666,2,Yes
75_Yes_Network_13,75,-0.7137683061177963,0.7492099999999999,2,Yes
75_Yes_Network_14,75,-1.0,1.0,2,Yes
75_Yes_Network_15,75,-1.0,1.0,2,Yes
75_Yes_Network_16,75,-1.0,1.0,2,Yes
75_Yes_Network_17,75,-1.0,1.0,2,Yes
75_Yes_Network_18,75,-1.0,1.0,2,Yes
75_Yes_Network_19,75,-0.7509760703746508,0.8754833333333334,2,Yes
75_Yes_Network_20,75,-1.0,1.0,2,Yes
75_Yes_Network_21,75,-1.0,1.0,2,Yes
75_Yes_Network_22,75,-1.0,1.0,2,Yes
75_Yes_Network_23,75,-1.0,1.0,2,Yes
75_Yes_Network_24,75,-1.0,1.0,2,Yes
75_Yes_Network_25,75,-1.0,1.0,2,Yes
75_Yes_Network_26,75,-1.0,1.0,2,Yes
75_Yes_Network_27,75,-1.0,1.0,2,Yes
75_Yes_Network_28,75,-1.0,1.0,2,Yes
75_Yes_Network_29,75,-1.0,1.0,2,Yes
75_Yes_Network_30,75,-1.0,1.0,2,Yes
75_Yes_Network_31,75,-0.7499543352469963,0.87497,2,Yes
75_Yes_Network_32,75,-0.7496374178300106,0.8748166666666666,2,Yes
75_Yes_Network_33,75,-1.0,1.0,2,Yes
75_Yes_Network_34,75,-1.0,1.0,2,Yes
75_Yes_Network_35,75,-1.0,1.0,2,Yes
75_Yes_Network_36,75,-1.0,1.0,2,Yes
75_Yes_Network_37,75,-0.715871537912806,0.7497066666666665,2,Yes
75_Yes_Network_38,75,-1.0,1.0,2,Yes
75_Yes_Network_39,75,-1.0,1.0,2,Yes
75_Yes_Network_40,75,-1.0,1.0,2,Yes
75_Yes_Network_41,75,-0.7518576767754294,0.8759233333333333,2,Yes
75_Yes_Network_42,75,-0.748774069226166,0.8743766666666666,2,Yes
75_Yes_Network_43,75,-1.0,1.0,2,Yes
75_Yes_Network_44,75,-1.0,1.0,2,Yes
75_Yes_Network_45,75,-1.0,1.0,2,Yes
75_Yes_Network_46,75,-0.7134798845752576,0.7498266666666666,2,Yes
75_Yes_Network_47,75,-0.715453213350751,0.7503566666666666,2,Yes
75_Yes_Network_48,75,-1.0,1.0,2,Yes
75_Yes_Network_49,75,-1.0,1.0,2,Yes
75_Yes_Network_50,75,-1.0,1.0,2,Yes
75_Yes_Network_51,75,-1.0,1.0,2,Yes
75_Yes_Network_52,75,-1.0,1.0,2,Yes
75_Yes_Network_53,75,-1.0,1.0,2,Yes
75_Yes_Network_54,75,-1.0,1.0,2,Yes
75_Yes_Network_55,75,-1.0,1.0,2,Yes
75_Yes_Network_56,75,-1.0,1.0,2,Yes
75_Yes_Network_57,75,-0.7147496417308551,0.7503466666666666,2,Yes
75_Yes_Network_58,75,-1.0,1.0,2,Yes
75_Yes_Network_59,75,-1.0,1.0,2,Yes
75_Yes_Network_60,75,-1.0,1.0,2,Yes
75_Yes_Network_61,75,-1.0,1.0,2,Yes
75_Yes_Network_62,75,-1.0,1.0,2,Yes
75_Yes_Network_63,75,-1.0,1.0,2,Yes
75_Yes_Network_64,75,-1.0,1.0,2,Yes
77_Yes_Network_1,77,-1.0,1.0,3,Yes
77_Yes_Network_2,77,-0.9995395876908076,0.9375133333333332,3,Yes
77_Yes_Network_3,77,-1.0,0.9999999999999998,3,Yes
77_Yes_Network_4,77,-1.0,1.0,3,Yes
77_Yes_Network_5,77,-0.9999398133235566,0.9685733333333332,3,Yes
77_Yes_Network_6,77,-1.0,1.0,3,Yes
77_Yes_Network_7,77,-0.9999403032377336,0.96866,3,Yes
77_Yes_Network_8,77,-1.0,0.9999999999999998,3,Yes
77_Yes_Network_9,77,-1.0,1.0,3,Yes
77_Yes_Network_10,77,-1.0,1.0,3,Yes
77_Yes_Network_11,77,-0.9995411090987596,0.9375966666666666,3,Yes
77_Yes_Network_12,77,-0.999524883874832,0.93686,3,Yes
77_Yes_Network_13,77,-1.0,1.0,3,Yes
77_Yes_Network_14,77,-0.9998068359114174,0.9534466666666666,3,Yes
77_Yes_Network_15,77,-1.0,1.0,3,Yes
77_Yes_Network_16,77,-0.9999389930828928,0.96843,3,Yes
77_Yes_Network_17,77,-1.0,1.0,3,Yes
77_Yes_Network_18,77,-0.9997823067383153,0.95152,3,Yes
77_Yes_Network_19,77,-0.9999405475172828,0.9687033333333332,3,Yes
77_Yes_Network_20,77,-1.0,1.0,3,Yes
77_Yes_Network_21,77,-1.0,1.0,3,Yes
77_Yes_Network_22,77,-0.99853400424654,0.90736,3,Yes
77_Yes_Network_23,77,-1.0,0.8910966666666666,3,Yes
77_Yes_Network_24,77,-1.0,1.0,3,Yes
77_Yes_Network_25,77,-1.0,1.0,3,Yes
77_Yes_Network_26,77,-0.9999411561056922,0.9688066666666668,3,Yes
77_Yes_Network_27,77,-1.0,1.0,3,Yes
77_Yes_Network_28,77,-1.0,0.93804,3,Yes
77_Yes_Network_29,77,-1.0,1.0,3,Yes
77_Yes_Network_30,77,-0.9998270933022064,0.95516,3,Yes
77_Yes_Network_31,77,-1.0,0.9473833333333332,3,Yes
77_Yes_Network_32,77,-0.9995325051256732,0.9371966666666663,3,Yes
77_Yes_Network_33,77,-1.0,1.0,3,Yes
77_Yes_Network_34,77,-1.0,0.9275366666666666,3,Yes
77_Yes_Network_35,77,-1.0,1.0,3,Yes
77_Yes_Network_36,77,-1.0,1.0,3,Yes
77_Yes_Network_37,77,-0.9993102747494008,0.8900966666666665,3,Yes
77_Yes_Network_38,77,-0.9999410986451868,0.9688033333333332,3,Yes
77_Yes_Network_39,77,-0.932982556962347,0.9063966666666669,3,Yes
77_Yes_Network_40,77,-0.9999397400211804,0.96856,3,Yes
77_Yes_Network_41,77,-0.9999390549312768,0.9684433333333332,3,Yes
77_Yes_Network_42,77,-1.0,1.0,3,Yes
77_Yes_Network_43,77,-0.9998225956092291,0.95476,3,Yes
77_Yes_Network_44,77,-1.0,1.0,3,Yes
77_Yes_Network_45,77,-1.0,1.0,3,Yes
77_Yes_Network_46,77,-0.9965883983406864,0.8646766666666668,3,Yes
77_Yes_Network_47,77,-0.9999394761750116,0.96851,3,Yes
77_Yes_Network_48,77,-0.998089330830738,0.8985900000000001,3,Yes
77_Yes_Network_49,77,-0.9999405849244226,0.9687066666666666,3,Yes
77_Yes_Network_50,77,-0.9985409435889824,0.9075133333333332,3,Yes
77_Yes_Network_51,77,-1.0,1.0,3,Yes
77_Yes_Network_52,77,-1.0,1.0,3,Yes
77_Yes_Network_53,77,-0.9999395662463568,0.9685333333333332,3,Yes
77_Yes_Network_54,77,-0.99994472171195,0.9694633333333332,3,Yes
77_Yes_Network_55,77,-1.0,1.0,3,Yes
77_Yes_Network_56,77,-1.0,0.95315,3,Yes
77_Yes_Network_57,77,-0.9999421550154336,0.9689866666666668,3,Yes
77_Yes_Network_58,77,-0.99952512958913,0.9368633333333332,3,Yes
77_Yes_Network_59,77,-1.0,1.0,3,Yes
77_Yes_Network_60,77,-0.9999386459539138,0.96837,3,Yes
77_Yes_Network_61,77,-0.9999458486828664,0.9696766666666664,3,Yes
77_Yes_Network_62,77,-0.916614022429496,0.77929,3,Yes
77_Yes_Network_63,77,-1.0,1.0,3,Yes
77_Yes_Network_64,77,-1.0,1.0,3,Yes
77_Yes_Network_65,77,-1.0,1.0,3,Yes
77_Yes_Network_66,77,-1.0,1.0,3,Yes
77_Yes_Network_67,77,-1.0,1.0,3,Yes
77_Yes_Network_68,77,-0.999937893796414,0.9682366666666666,3,Yes
77_Yes_Network_69,77,-1.0,1.0,3,Yes
77_Yes_Network_70,77,-0.9982006674194416,0.8743033333333332,3,Yes
77_Yes_Network_71,77,-0.9973715557616832,0.8753399999999999,3,Yes
77_Yes_Network_72,77,-1.0,1.0,3,Yes
77_Yes_Network_73,77,-0.9999422687701874,0.9690166666666666,3,Yes
77_Yes_Network_74,77,-0.9953703341322708,0.8510399999999999,3,Yes
77_Yes_Network_75,77,-0.9995417628647028,0.9376233333333333,3,Yes
77_Yes_Network_76,77,-0.9999387086382716,0.96838,3,Yes
77_Yes_Network_77,77,-1.0,1.0,3,Yes
77_Yes_Network_78,77,-0.9995126171904788,0.9363,3,Yes
77_Yes_Network_79,77,-1.0,0.9525066666666666,3,Yes
77_Yes_Network_80,77,-1.0,1.0,3,Yes
77_Yes_Network_81,77,-1.0,0.9686733333333332,3,Yes
77_Yes_Network_82,77,-1.0,1.0,3,Yes
77_Yes_Network_83,77,-0.9306539498683124,0.8755299999999999,3,Yes
77_Yes_Network_84,77,-1.0,1.0,3,Yes
77_Yes_Network_85,77,-1.0,1.0,3,Yes
77_Yes_Network_86,77,-0.9999395686050382,0.96854,3,Yes
77_Yes_Network_87,77,-1.0,1.0,3,Yes
77_Yes_Network_88,77,-0.99468522291538,0.8444866666666666,3,Yes
77_Yes_Network_89,77,-1.0,1.0,3,Yes
77_Yes_Network_90,77,-1.0,1.0,3,Yes
77_Yes_Network_91,77,-1.0,1.0,3,Yes
77_Yes_Network_92,77,-1.0,1.0,3,Yes
77_Yes_Network_93,77,-1.0,1.0,3,Yes
77_Yes_Network_94,77,-0.9977657252722844,0.8589166666666668,3,Yes
77_Yes_Network_95,77,-0.9999418893575572,0.9689433333333332,3,Yes
77_Yes_Network_96,77,-0.9995328640157618,0.93722,3,Yes
77_Yes_Network_97,77,-0.9995181938968384,0.9365566666666666,3,Yes
77_Yes_Network_98,77,-1.0,1.0,3,Yes
77_Yes_Network_99,77,-1.0,0.9269366666666666,3,Yes
77_Yes_Network_100,77,-0.9952595979078228,0.8615366666666666,3,Yes
81_Yes_Network_1,81,-1.0,0.9895333333333334,4,Yes
81_Yes_Network_2,81,-1.0,0.9927233333333332,4,Yes
81_Yes_Network_3,81,-0.9999716211726792,0.9755866666666666,4,Yes
81_Yes_Network_4,81,-0.999925065788355,0.9678966666666666,4,Yes
81_Yes_Network_5,81,-1.0,1.0,4,Yes
81_Yes_Network_6,81,-1.0,1.0,4,Yes
81_Yes_Network_7,81,-0.9999336165745722,0.96752,4,Yes
81_Yes_Network_8,81,-0.9999911480696656,0.9840733333333334,4,Yes
81_Yes_Network_9,81,-0.9999071137717056,0.9634166666666666,4,Yes
81_Yes_Network_10,81,-0.9994825563481377,0.93739,4,Yes
81_Yes_Network_11,81,-1.0,1.0,4,Yes
81_Yes_Network_12,81,-0.999976402718456,0.97645,4,Yes
81_Yes_Network_13,81,-1.0,1.0,4,Yes
81_Yes_Network_14,81,-0.9999699260933088,0.9764766666666668,4,Yes
81_Yes_Network_15,81,-0.999985767264704,0.9809166666666668,4,Yes
81_Yes_Network_16,81,-1.0,1.0,4,Yes
81_Yes_Network_17,81,-1.0,0.9843433333333332,4,Yes
81_Yes_Network_18,81,-1.0,0.9999999999999998,4,Yes
81_Yes_Network_19,81,-0.9998019549556456,0.9509033333333332,4,Yes
81_Yes_Network_20,81,-1.0,0.9736433333333334,4,Yes
81_Yes_Network_21,81,-1.0,1.0,4,Yes
81_Yes_Network_22,81,-1.0,1.0,4,Yes
81_Yes_Network_23,81,-1.0,1.0,4,Yes
81_Yes_Network_24,81,-1.0,1.0,4,Yes
81_Yes_Network_25,81,-1.0,1.0,4,Yes
81_Yes_Network_26,81,-1.0,0.98642,4,Yes
81_Yes_Network_27,81,-0.99994301127842,0.97014,4,Yes
81_Yes_Network_28,81,-0.9999432578738188,0.96924,4,Yes
81_Yes_Network_29,81,-0.9999930795678256,0.9847866666666666,4,Yes
81_Yes_Network_30,81,-1.0,1.0,4,Yes
81_Yes_Network_31,81,-1.0,0.99199,4,Yes
81_Yes_Network_32,81,-1.0,1.0,4,Yes
81_Yes_Network_33,81,-1.0,1.0,4,Yes
81_Yes_Network_34,81,-0.9999912559365864,0.9835566666666666,4,Yes
81_Yes_Network_35,81,-1.0,1.0,4,Yes
81_Yes_Network_36,81,-0.9999653982572088,0.9739,4,Yes
81_Yes_Network_37,81,-0.9999989847638828,0.9919833333333332,4,Yes
81_Yes_Network_38,81,-1.0,1.0000000000000002,4,Yes
81_Yes_Network_39,81,-1.0,0.97429,4,Yes
81_Yes_Network_40,81,-0.999997367817696,0.9889966666666664,4,Yes
81_Yes_Network_41,81,-1.0,0.98997,4,Yes
81_Yes_Network_42,81,-1.0,1.0,4,Yes
81_Yes_Network_43,81,-1.0,1.0,4,Yes
81_Yes_Network_44,81,-0.9999699701108874,0.97648,4,Yes
81_Yes_Network_45,81,-0.9998422408080676,0.9586966666666664,4,Yes
81_Yes_Network_46,81,-0.9999862078282382,0.9711433333333332,4,Yes
81_Yes_Network_47,81,-1.0,1.0,4,Yes
81_Yes_Network_48,81,-0.9999832793184806,0.9795533333333332,4,Yes
81_Yes_Network_49,81,-0.9993077866582196,0.9253133333333332,4,Yes
81_Yes_Network_50,81,-0.999993174600155,0.98486,4,Yes
81_Yes_Network_51,81,-1.0,1.0,4,Yes
81_Yes_Network_52,81,-1.0,1.0,4,Yes
81_Yes_Network_53,81,-1.0,0.9923766666666668,4,Yes
81_Yes_Network_54,81,-1.0,1.0,4,Yes
81_Yes_Network_55,81,-0.999998894580406,0.9917666666666668,4,Yes
81_Yes_Network_56,81,-0.9992436830942129,0.9301833333333334,4,Yes
81_Yes_Network_57,81,-0.99999905118445,0.99217,4,Yes
81_Yes_Network_58,81,-1.0,1.0,4,Yes
81_Yes_Network_59,81,-1.0,1.0,4,Yes
81_Yes_Network_60,81,-0.9999484070244145,0.97015,4,Yes
81_Yes_Network_61,81,-1.0,0.9892333333333332,4,Yes
81_Yes_Network_62,81,-0.9997418722946982,0.94551,4,Yes
81_Yes_Network_63,81,-0.9999990599137888,0.99219,4,Yes
81_Yes_Network_64,81,-1.0,0.9892633333333332,4,Yes
81_Yes_Network_65,81,-0.9998860528766818,0.9614166666666668,4,Yes
81_Yes_Network_66,81,-1.0,1.0,4,Yes
81_Yes_Network_67,81,-1.0,1.0,4,Yes
81_Yes_Network_68,81,-0.9999772734451576,0.9780333333333332,4,Yes
81_Yes_Network_69,81,-1.0,1.0,4,Yes
81_Yes_Network_70,81,-1.0,0.9836233333333332,4,Yes
81_Yes_Network_71,81,-1.0,0.9999999999999998,4,Yes
81_Yes_Network_72,81,-0.9999312897178122,0.9684233333333332,4,Yes
81_Yes_Network_73,81,-0.999975310895392,0.9775233333333332,4,Yes
81_Yes_Network_74,81,-0.9999744010402636,0.9764266666666666,4,Yes
81_Yes_Network_75,81,-1.0,1.0,4,Yes
81_Yes_Network_76,81,-0.999995721592003,0.9794033333333332,4,Yes
81_Yes_Network_77,81,-0.9999907939759056,0.9839066666666666,4,Yes
81_Yes_Network_78,81,-0.9999990546386478,0.99219,4,Yes
81_Yes_Network_79,81,-0.9999914575257924,0.9843066666666668,4,Yes
81_Yes_Network_80,81,-0.9999924650537532,0.98495,4,Yes
81_Yes_Network_81,81,-1.0,1.0,4,Yes
81_Yes_Network_82,81,-1.0,1.0,4,Yes
81_Yes_Network_83,81,-0.9997501628782322,0.9518833333333332,4,Yes
81_Yes_Network_84,81,-1.0,1.0,4,Yes
81_Yes_Network_85,81,-0.9999696675006088,0.9760433333333334,4,Yes
81_Yes_Network_86,81,-1.0,1.0,4,Yes
81_Yes_Network_87,81,-0.999702287965906,0.9448166666666666,4,Yes
81_Yes_Network_88,81,-0.9999912351593832,0.9841766666666666,4,Yes
81_Yes_Network_89,81,-0.9999926213046948,0.9844466666666668,4,Yes
81_Yes_Network_90,81,-1.0,0.99228,4,Yes
81_Yes_Network_91,81,-1.0,1.0,4,Yes
81_Yes_Network_92,81,-1.0,1.0,4,Yes
81_Yes_Network_93,81,-1.0,0.9881033333333332,4,Yes
81_Yes_Network_94,81,-0.9998933390936796,0.9564233333333332,4,Yes
81_Yes_Network_95,81,-0.9999639011528324,0.97158,4,Yes
81_Yes_Network_96,81,-1.0,1.0,4,Yes
81_Yes_Network_97,81,-1.0,1.0,4,Yes
81_Yes_Network_98,81,-1.0,1.0,4,Yes
81_Yes_Network_99,81,-0.9999533134509524,0.9726933333333332,4,Yes
81_Yes_Network_100,81,-1.0,1.0,4,Yes
80_Yes_Network_1,80,-0.9999986719585536,0.9918333333333332,5,Yes
80_Yes_Network_2,80,-0.9999934967405588,0.9775966666666668,5,Yes
80_Yes_Network_3,80,-1.0,1.0,5,Yes
80_Yes_Network_4,80,-0.9999845168510134,0.9808666666666668,5,Yes
80_Yes_Network_5,80,-1.0,1.0,5,Yes
80_Yes_Network_6,80,-0.9999979654480612,0.98851,5,Yes
80_Yes_Network_7,80,-0.9999944577815794,0.9858399999999998,5,Yes
80_Yes_Network_8,80,-1.0,1.0,5,Yes
80_Yes_Network_9,80,-0.9999841713020046,0.9778633333333332,5,Yes
80_Yes_Network_10,80,-1.0,0.9957833333333332,5,Yes
80_Yes_Network_11,80,-0.9999999845300928,0.9980066666666668,5,Yes
80_Yes_Network_12,80,-0.9999997121391728,0.99475,5,Yes
80_Yes_Network_13,80,-1.0,1.0,5,Yes
80_Yes_Network_14,80,-1.0,1.0,5,Yes
80_Yes_Network_15,80,-0.9999834991741644,0.98017,5,Yes
80_Yes_Network_16,80,-0.9999749010816836,0.97773,5,Yes
80_Yes_Network_17,80,-1.0,1.0,5,Yes
80_Yes_Network_18,80,-1.0,1.0,5,Yes
80_Yes_Network_19,80,-1.0,1.0,5,Yes
80_Yes_Network_20,80,-1.0,1.0,5,Yes
80_Yes_Network_21,80,-1.0,0.9999999999999998,5,Yes
80_Yes_Network_22,80,-0.9999999006969512,0.9963133333333332,5,Yes
80_Yes_Network_23,80,-0.9999999833509534,0.9979633333333332,5,Yes
80_Yes_Network_24,80,-0.9999987862865948,0.99147,5,Yes
80_Yes_Network_25,80,-1.0,1.0,5,Yes
80_Yes_Network_26,80,-1.0,1.0,5,Yes
80_Yes_Network_27,80,-1.0,1.0,5,Yes
80_Yes_Network_28,80,-0.999999891922658,0.9961966666666666,5,Yes
80_Yes_Network_29,80,-1.0,0.9999999999999998,5,Yes
80_Yes_Network_30,80,-0.9999891878177728,0.9762466666666666,5,Yes
80_Yes_Network_31,80,-0.99999998796982,0.99817,5,Yes
80_Yes_Network_32,80,-0.9999954079563108,0.98739,5,Yes
80_Yes_Network_33,80,-1.0,1.0,5,Yes
