index,Core Density,CC AB,F1,Self Activation Status,Impurity
80_With Self Activation_Network_91,80,-0.9524783805620932,0.0001433333333333,With Self Activation,40.0
80_With Self Activation_Network_92,80,-0.335676137922961,0.0,With Self Activation,40.0
80_With Self Activation_Network_93,80,-0.9928081570460608,2e-05,With Self Activation,40.0
80_With Self Activation_Network_94,80,-0.6226594017655614,0.0186533333333332,With Self Activation,40.0
80_With Self Activation_Network_95,80,-0.8651004855883714,0.0,With Self Activation,40.0
80_With Self Activation_Network_96,80,0.8314490977441619,6.666666666666668e-06,With Self Activation,40.0
80_With Self Activation_Network_97,80,0.4128046434311785,0.0001233333333333,With Self Activation,40.0
80_With Self Activation_Network_98,80,-0.8952091452510766,0.4383,With Self Activation,40.0
80_With Self Activation_Network_99,80,-0.4456675143125048,0.0,With Self Activation,40.0
80_With Self Activation_Network_0,80,-0.4327685147680035,0.0,With Self Activation,60.0
80_With Self Activation_Network_1,80,-0.8779333619580009,0.0,With Self Activation,60.0
80_With Self Activation_Network_2,80,-0.127002004774789,0.0,With Self Activation,60.0
80_With Self Activation_Network_3,80,0.2941892816405102,1.3333333333333337e-05,With Self Activation,60.0
80_With Self Activation_Network_4,80,-0.6534850540641842,0.0,With Self Activation,60.0
80_With Self Activation_Network_5,80,-0.9471864915743914,0.0,With Self Activation,60.0
80_With Self Activation_Network_6,80,0.4120261172967077,2.3333333333333336e-05,With Self Activation,60.0
80_With Self Activation_Network_7,80,-0.9967161947593088,0.0,With Self Activation,60.0
80_With Self Activation_Network_8,80,0.0128376761417492,0.0,With Self Activation,60.0
80_With Self Activation_Network_9,80,-0.9143079667692804,0.0,With Self Activation,60.0
80_With Self Activation_Network_10,80,0.0218312433809905,6.666666666666668e-06,With Self Activation,60.0
80_With Self Activation_Network_11,80,0.8944271286303808,0.0,With Self Activation,60.0
80_With Self Activation_Network_12,80,0.6633965345858504,0.0,With Self Activation,60.0
80_With Self Activation_Network_13,80,-0.1045718177019574,0.00014,With Self Activation,60.0
80_With Self Activation_Network_14,80,0.6797040074513306,0.0005599999999999,With Self Activation,60.0
80_With Self Activation_Network_15,80,0.0971414457680679,0.0,With Self Activation,60.0
80_With Self Activation_Network_16,80,0.4051847765541496,4e-05,With Self Activation,60.0
80_With Self Activation_Network_17,80,0.1073397635183277,0.0,With Self Activation,60.0
80_With Self Activation_Network_18,80,0.3225409432182388,0.0,With Self Activation,60.0
80_With Self Activation_Network_19,80,0.7603163679727607,0.0,With Self Activation,60.0
80_With Self Activation_Network_20,80,0.9846908532094264,0.0,With Self Activation,60.0
80_With Self Activation_Network_21,80,0.3218748394121429,0.0,With Self Activation,60.0
80_With Self Activation_Network_22,80,0.2716490803005127,6.666666666666667e-05,With Self Activation,60.0
80_With Self Activation_Network_23,80,-0.785169777031289,0.0,With Self Activation,60.0
80_With Self Activation_Network_24,80,-0.5246127560137513,0.0,With Self Activation,60.0
80_With Self Activation_Network_25,80,-0.0055761023880611,0.0,With Self Activation,60.0
80_With Self Activation_Network_26,80,0.2643593183188785,0.0,With Self Activation,60.0
80_With Self Activation_Network_27,80,0.6476371302609906,0.0,With Self Activation,60.0
80_With Self Activation_Network_28,80,-0.964031822185955,0.0,With Self Activation,60.0
80_With Self Activation_Network_29,80,-0.1020469302948167,0.0,With Self Activation,60.0
80_With Self Activation_Network_30,80,0.672184308623794,0.0,With Self Activation,60.0
80_With Self Activation_Network_31,80,0.2081660150621642,3.3333333333333337e-06,With Self Activation,60.0
80_With Self Activation_Network_32,80,-0.9681714424111538,0.0,With Self Activation,60.0
80_With Self Activation_Network_33,80,0.1450509088063482,0.0,With Self Activation,60.0
80_With Self Activation_Network_34,80,-0.0352684689727785,0.0,With Self Activation,60.0
80_With Self Activation_Network_35,80,-0.9971285579862388,0.0,With Self Activation,60.0
80_With Self Activation_Network_36,80,0.0659904451141144,0.0,With Self Activation,60.0
80_With Self Activation_Network_37,80,0.9522433142485266,0.0,With Self Activation,60.0
80_With Self Activation_Network_38,80,0.3519540800834537,2.3333333333333336e-05,With Self Activation,60.0
80_With Self Activation_Network_39,80,0.2750989088859149,3.3333333333333337e-06,With Self Activation,60.0
80_With Self Activation_Network_40,80,0.9994685842497844,0.0,With Self Activation,60.0
80_With Self Activation_Network_41,80,0.8007289492847672,0.0,With Self Activation,60.0
80_With Self Activation_Network_42,80,-0.3096484672441581,0.0,With Self Activation,60.0
80_With Self Activation_Network_43,80,0.2079855497025016,0.0,With Self Activation,60.0
80_With Self Activation_Network_44,80,0.0563015266657691,0.0,With Self Activation,60.0
80_With Self Activation_Network_45,80,-0.7277464941022246,0.0,With Self Activation,60.0
80_With Self Activation_Network_46,80,0.3783933071413295,0.0,With Self Activation,60.0
80_With Self Activation_Network_47,80,0.9272810001388144,0.0,With Self Activation,60.0
80_With Self Activation_Network_48,80,-0.9437441777835116,0.0,With Self Activation,60.0
80_With Self Activation_Network_49,80,0.5214320609330356,3.3333333333333337e-06,With Self Activation,60.0
80_With Self Activation_Network_50,80,0.8967323361282654,0.0,With Self Activation,60.0
80_With Self Activation_Network_51,80,-0.5111611965659337,0.0,With Self Activation,60.0
80_With Self Activation_Network_52,80,-1.0,0.0,With Self Activation,60.0
80_With Self Activation_Network_53,80,0.1172402748927528,0.0,With Self Activation,60.0
80_With Self Activation_Network_54,80,0.9999584950901288,0.0,With Self Activation,60.0
80_With Self Activation_Network_55,80,0.7949469869293757,0.0,With Self Activation,60.0
80_With Self Activation_Network_56,80,0.99992560226272,0.0,With Self Activation,60.0
80_With Self Activation_Network_57,80,0.2883461254586043,3.3333333333333337e-06,With Self Activation,60.0
80_With Self Activation_Network_58,80,-0.7564555158747145,0.0,With Self Activation,60.0
80_With Self Activation_Network_59,80,-0.8684637127336888,0.0,With Self Activation,60.0
80_With Self Activation_Network_60,80,0.9900506380085292,0.0,With Self Activation,60.0
80_With Self Activation_Network_61,80,0.8630088310811663,0.0,With Self Activation,60.0
80_With Self Activation_Network_62,80,-0.7846409047482206,0.0,With Self Activation,60.0
80_With Self Activation_Network_63,80,0.5990386493324974,7e-05,With Self Activation,60.0
80_With Self Activation_Network_64,80,0.9992435259873876,0.0,With Self Activation,60.0
80_With Self Activation_Network_65,80,0.7977133624972454,0.0,With Self Activation,60.0
80_With Self Activation_Network_66,80,-0.5763171007145067,0.0,With Self Activation,60.0
80_With Self Activation_Network_67,80,0.3969925060601327,0.0,With Self Activation,60.0
80_With Self Activation_Network_68,80,0.3904390299133018,0.0,With Self Activation,60.0
80_With Self Activation_Network_69,80,-0.5435675685960948,3.3333333333333337e-06,With Self Activation,60.0
80_With Self Activation_Network_70,80,0.5825363055213333,0.0,With Self Activation,60.0
80_With Self Activation_Network_71,80,0.3265916773863087,0.0,With Self Activation,60.0
80_With Self Activation_Network_72,80,-0.9106646496543176,0.0,With Self Activation,60.0
80_With Self Activation_Network_73,80,0.8031185822367838,0.0,With Self Activation,60.0
80_With Self Activation_Network_74,80,0.9999655219601788,0.0,With Self Activation,60.0
80_With Self Activation_Network_75,80,-0.2294469089715239,2.0000000000000005e-05,With Self Activation,60.0
80_With Self Activation_Network_76,80,0.9724863599690868,0.0,With Self Activation,60.0
80_With Self Activation_Network_77,80,0.4453559486445913,0.00014,With Self Activation,60.0
80_With Self Activation_Network_78,80,0.2435523666439965,5.000000000000001e-05,With Self Activation,60.0
80_With Self Activation_Network_79,80,0.635980399256185,0.0,With Self Activation,60.0
80_With Self Activation_Network_80,80,0.0270707660644914,0.0,With Self Activation,60.0
80_With Self Activation_Network_81,80,0.2751308035301989,0.0,With Self Activation,60.0
80_With Self Activation_Network_82,80,0.5644884569691765,0.0,With Self Activation,60.0
80_With Self Activation_Network_83,80,0.005467457726024,0.0,With Self Activation,60.0
80_With Self Activation_Network_84,80,0.0848858005453055,6.666666666666668e-06,With Self Activation,60.0
80_With Self Activation_Network_85,80,0.1410286413302421,0.0,With Self Activation,60.0
80_With Self Activation_Network_86,80,0.1772483327350347,0.0,With Self Activation,60.0
80_With Self Activation_Network_87,80,0.4860642984469602,0.0,With Self Activation,60.0
80_With Self Activation_Network_88,80,0.8141385822821154,0.0,With Self Activation,60.0
80_With Self Activation_Network_89,80,0.4882712164027142,3.3333333333333337e-06,With Self Activation,60.0
80_With Self Activation_Network_90,80,-0.573829602176931,0.0,With Self Activation,60.0
80_With Self Activation_Network_91,80,0.7476283250430494,0.0,With Self Activation,60.0
80_With Self Activation_Network_92,80,0.1697787632180271,3.3333333333333337e-06,With Self Activation,60.0
80_With Self Activation_Network_93,80,0.8687874047028646,0.0,With Self Activation,60.0
80_With Self Activation_Network_94,80,0.9157952957386892,0.0,With Self Activation,60.0
80_With Self Activation_Network_95,80,0.3333526912586921,8e-05,With Self Activation,60.0
80_With Self Activation_Network_96,80,0.9474313907870558,0.0,With Self Activation,60.0
80_With Self Activation_Network_97,80,-0.9120952516469604,0.0,With Self Activation,60.0
80_With Self Activation_Network_98,80,0.3942701857218781,0.0,With Self Activation,60.0
80_With Self Activation_Network_99,80,0.8804894431706234,0.0,With Self Activation,60.0
80_With Self Activation_Network_0,80,0.3204335387266462,0.0,With Self Activation,80.0
80_With Self Activation_Network_1,80,0.9662209789511986,0.0,With Self Activation,80.0
80_With Self Activation_Network_2,80,0.599593421204215,0.0,With Self Activation,80.0
80_With Self Activation_Network_3,80,0.6655700311358377,0.0,With Self Activation,80.0
80_With Self Activation_Network_4,80,0.9886454680859252,0.0,With Self Activation,80.0
80_With Self Activation_Network_5,80,0.6727699639845967,0.0,With Self Activation,80.0
80_With Self Activation_Network_6,80,0.8037248368980103,0.0,With Self Activation,80.0
80_With Self Activation_Network_7,80,0.999924502979337,0.0,With Self Activation,80.0
80_With Self Activation_Network_8,80,0.748570644693894,0.0,With Self Activation,80.0
80_With Self Activation_Network_9,80,0.9226736736503685,0.0,With Self Activation,80.0
80_With Self Activation_Network_10,80,0.7027758139092757,0.0,With Self Activation,80.0
80_With Self Activation_Network_11,80,0.6676946132728242,0.0,With Self Activation,80.0
80_With Self Activation_Network_12,80,0.9284430051923444,0.0,With Self Activation,80.0
80_With Self Activation_Network_13,80,0.9081755204215682,0.0,With Self Activation,80.0
80_With Self Activation_Network_14,80,1.0,0.0,With Self Activation,80.0
80_With Self Activation_Network_15,80,0.7036227845033807,0.0,With Self Activation,80.0
80_With Self Activation_Network_16,80,0.9198163583425188,0.0,With Self Activation,80.0
80_With Self Activation_Network_17,80,0.6364169379766015,0.0,With Self Activation,80.0
80_With Self Activation_Network_18,80,0.7238507260585878,0.0,With Self Activation,80.0
80_With Self Activation_Network_19,80,0.9997135674132548,0.0,With Self Activation,80.0
80_With Self Activation_Network_20,80,0.7931113326670994,0.0,With Self Activation,80.0
80_With Self Activation_Network_21,80,-0.8387073246090836,0.0,With Self Activation,80.0
80_With Self Activation_Network_22,80,0.7683432349107147,0.0,With Self Activation,80.0
80_With Self Activation_Network_23,80,0.7177012539375165,0.0,With Self Activation,80.0
80_With Self Activation_Network_24,80,0.701030070156636,0.0,With Self Activation,80.0
80_With Self Activation_Network_25,80,0.3766929834306486,0.0,With Self Activation,80.0
80_With Self Activation_Network_26,80,0.4937196286767135,0.0,With Self Activation,80.0
80_With Self Activation_Network_27,80,0.3995261308972914,0.0,With Self Activation,80.0
80_With Self Activation_Network_28,80,1.0,0.0,With Self Activation,80.0
80_With Self Activation_Network_29,80,0.8942628072001793,0.0,With Self Activation,80.0
80_With Self Activation_Network_30,80,-0.8789669810019033,0.0,With Self Activation,80.0
80_With Self Activation_Network_31,80,0.9168052751599404,0.0,With Self Activation,80.0
80_With Self Activation_Network_32,80,0.2451828420723249,0.0,With Self Activation,80.0
80_With Self Activation_Network_33,80,0.2846928390287708,0.0,With Self Activation,80.0
80_With Self Activation_Network_34,80,0.8594365685993492,0.0,With Self Activation,80.0
80_With Self Activation_Network_35,80,0.7855768918436382,0.0,With Self Activation,80.0
80_With Self Activation_Network_36,80,0.8244018100758822,0.0,With Self Activation,80.0
80_With Self Activation_Network_37,80,0.4618798768800836,0.0,With Self Activation,80.0
80_With Self Activation_Network_38,80,0.4923392923904203,0.0,With Self Activation,80.0
80_With Self Activation_Network_39,80,-0.2019110373890287,0.0,With Self Activation,80.0
80_With Self Activation_Network_40,80,0.7963677476687563,0.0,With Self Activation,80.0
80_With Self Activation_Network_41,80,0.3321864804218315,0.0,With Self Activation,80.0
80_With Self Activation_Network_42,80,0.4684597281486632,0.0,With Self Activation,80.0
80_With Self Activation_Network_43,80,0.3309197767769242,0.0,With Self Activation,80.0
80_With Self Activation_Network_44,80,0.4289865864162869,0.0,With Self Activation,80.0
80_With Self Activation_Network_45,80,0.6136605751737838,0.0,With Self Activation,80.0
80_With Self Activation_Network_46,80,0.8121998432103339,0.0,With Self Activation,80.0
80_With Self Activation_Network_47,80,0.4989652359378855,0.0,With Self Activation,80.0
80_With Self Activation_Network_48,80,0.2785205307065931,0.0,With Self Activation,80.0
80_With Self Activation_Network_49,80,0.8261547752884096,0.0,With Self Activation,80.0
80_With Self Activation_Network_50,80,-0.6705125625028002,0.0,With Self Activation,80.0
80_With Self Activation_Network_51,80,-0.4911615980121073,0.0,With Self Activation,80.0
80_With Self Activation_Network_52,80,0.7655354352706424,0.0,With Self Activation,80.0
80_With Self Activation_Network_53,80,0.3385814204983647,0.0,With Self Activation,80.0
80_With Self Activation_Network_54,80,-1.0,0.0,With Self Activation,80.0
80_With Self Activation_Network_55,80,0.9975748633815946,0.0,With Self Activation,80.0
80_With Self Activation_Network_56,80,0.8945157705734083,0.0,With Self Activation,80.0
80_With Self Activation_Network_57,80,0.9954633038879044,0.0,With Self Activation,80.0
80_With Self Activation_Network_58,80,0.6242841334283262,0.0,With Self Activation,80.0
80_With Self Activation_Network_59,80,0.6271136627086467,0.0,With Self Activation,80.0
80_With Self Activation_Network_60,80,0.4490941706071868,0.0,With Self Activation,80.0
80_With Self Activation_Network_61,80,0.8256143220917374,0.0,With Self Activation,80.0
80_With Self Activation_Network_62,80,0.3855137798173994,0.0,With Self Activation,80.0
80_With Self Activation_Network_63,80,0.7218971861598211,0.0,With Self Activation,80.0
80_With Self Activation_Network_64,80,-0.9903133843021786,0.0,With Self Activation,80.0
80_With Self Activation_Network_65,80,0.511703581639873,0.0,With Self Activation,80.0
80_With Self Activation_Network_66,80,0.9765214611420616,0.0,With Self Activation,80.0
80_With Self Activation_Network_67,80,1.0,0.0,With Self Activation,80.0
80_With Self Activation_Network_68,80,0.3997339131629474,0.0,With Self Activation,80.0
80_With Self Activation_Network_69,80,0.7717701525544461,0.0,With Self Activation,80.0
80_With Self Activation_Network_70,80,0.690093621856037,0.0,With Self Activation,80.0
80_With Self Activation_Network_71,80,0.9116013919806092,0.0,With Self Activation,80.0
80_With Self Activation_Network_72,80,0.6268755020729678,0.0,With Self Activation,80.0
80_With Self Activation_Network_73,80,0.602093010570152,0.0,With Self Activation,80.0
80_With Self Activation_Network_74,80,0.3820735125412363,0.0,With Self Activation,80.0
80_With Self Activation_Network_75,80,0.9928393381576626,0.0,With Self Activation,80.0
80_With Self Activation_Network_76,80,0.9975000400733902,0.0,With Self Activation,80.0
80_With Self Activation_Network_77,80,0.9092082542777238,0.0,With Self Activation,80.0
80_With Self Activation_Network_78,80,-0.0036190932029095,0.0,With Self Activation,80.0
80_With Self Activation_Network_79,80,0.3977004923313047,0.0,With Self Activation,80.0
80_With Self Activation_Network_80,80,0.9077109486247436,0.0,With Self Activation,80.0
80_With Self Activation_Network_81,80,0.8929937685637854,0.0,With Self Activation,80.0
80_With Self Activation_Network_82,80,0.7089248887697778,0.0,With Self Activation,80.0
80_With Self Activation_Network_83,80,0.999950029035463,0.0,With Self Activation,80.0
80_With Self Activation_Network_84,80,1.0,0.0,With Self Activation,80.0
80_With Self Activation_Network_85,80,0.6466896294783507,0.0,With Self Activation,80.0
80_With Self Activation_Network_86,80,0.9652920506712842,0.0,With Self Activation,80.0
80_With Self Activation_Network_87,80,0.9690299411196122,0.0,With Self Activation,80.0
80_With Self Activation_Network_88,80,0.3382040300157055,0.0,With Self Activation,80.0
80_With Self Activation_Network_89,80,0.8972305345961484,0.0,With Self Activation,80.0
80_With Self Activation_Network_90,80,0.9928365378041588,0.0,With Self Activation,80.0
80_With Self Activation_Network_91,80,0.9788833779299811,0.0,With Self Activation,80.0
80_With Self Activation_Network_92,80,-0.6015477556423339,0.0,With Self Activation,80.0
80_With Self Activation_Network_93,80,-0.7968828351944267,0.0,With Self Activation,80.0
80_With Self Activation_Network_94,80,0.4331229851611607,0.0,With Self Activation,80.0
80_With Self Activation_Network_95,80,0.4317782840731365,0.0,With Self Activation,80.0
80_With Self Activation_Network_96,80,0.5691486461399057,0.0,With Self Activation,80.0
80_With Self Activation_Network_97,80,0.8847939221360184,0.0,With Self Activation,80.0
80_With Self Activation_Network_98,80,1.0,0.0,With Self Activation,80.0
80_With Self Activation_Network_99,80,0.4034306538103766,0.0,With Self Activation,80.0
80_With Self Activation_Network_0,80,0.9951189199809392,0.0,With Self Activation,100.0
80_With Self Activation_Network_1,80,0.9998916173990532,0.0,With Self Activation,100.0
80_With Self Activation_Network_2,80,0.9998039558335576,0.0,With Self Activation,100.0
80_With Self Activation_Network_3,80,0.8642338798478825,0.0,With Self Activation,100.0
80_With Self Activation_Network_4,80,0.9929329540997968,0.0,With Self Activation,100.0
80_With Self Activation_Network_5,80,0.8658080120925135,0.0,With Self Activation,100.0
80_With Self Activation_Network_6,80,0.9930335341036968,0.0,With Self Activation,100.0
80_With Self Activation_Network_7,80,0.8850122261827392,0.0,With Self Activation,100.0
80_With Self Activation_Network_8,80,0.999818365593248,0.0,With Self Activation,100.0
80_With Self Activation_Network_9,80,0.9863213785348433,0.0,With Self Activation,100.0
80_With Self Activation_Network_10,80,0.9874724720817942,0.0,With Self Activation,100.0
80_With Self Activation_Network_11,80,0.9998930127488538,0.0,With Self Activation,100.0
80_With Self Activation_Network_12,80,0.9818306390088472,0.0,With Self Activation,100.0
80_With Self Activation_Network_13,80,0.9976407215188078,0.0,With Self Activation,100.0
80_With Self Activation_Network_14,80,0.9458110318594708,0.0,With Self Activation,100.0
80_With Self Activation_Network_15,80,0.9812412060796156,0.0,With Self Activation,100.0
80_With Self Activation_Network_16,80,0.9849515733071986,0.0,With Self Activation,100.0
80_With Self Activation_Network_17,80,0.8930844864547772,0.0,With Self Activation,100.0
80_With Self Activation_Network_18,80,0.9102287431175732,0.0,With Self Activation,100.0
80_With Self Activation_Network_19,80,0.999263368868658,0.0,With Self Activation,100.0
80_With Self Activation_Network_20,80,0.978309402318541,0.0,With Self Activation,100.0
80_With Self Activation_Network_21,80,0.9975683723230856,0.0,With Self Activation,100.0
80_With Self Activation_Network_22,80,0.9995768604215948,0.0,With Self Activation,100.0
80_With Self Activation_Network_23,80,0.8859374617119999,0.0,With Self Activation,100.0
80_With Self Activation_Network_24,80,0.9797973114069642,0.0,With Self Activation,100.0
80_With Self Activation_Network_25,80,0.993014102913234,0.0,With Self Activation,100.0
80_With Self Activation_Network_26,80,0.9097895018771952,0.0,With Self Activation,100.0
80_With Self Activation_Network_27,80,0.9980503687021486,0.0,With Self Activation,100.0
80_With Self Activation_Network_28,80,0.9111581722607932,0.0,With Self Activation,100.0
80_With Self Activation_Network_29,80,0.868393928782168,0.0,With Self Activation,100.0
80_With Self Activation_Network_30,80,0.9956705695031892,0.0,With Self Activation,100.0
80_With Self Activation_Network_31,80,0.9767135249070588,0.0,With Self Activation,100.0
80_With Self Activation_Network_32,80,0.8851295201303871,0.0,With Self Activation,100.0
80_With Self Activation_Network_33,80,0.9559266009381808,0.0,With Self Activation,100.0
80_With Self Activation_Network_34,80,0.99466687404655,0.0,With Self Activation,100.0
80_With Self Activation_Network_35,80,0.9996160468908238,0.0,With Self Activation,100.0
80_With Self Activation_Network_36,80,0.8523466587099362,0.0,With Self Activation,100.0
80_With Self Activation_Network_37,80,0.9981098207886486,0.0,With Self Activation,100.0
80_With Self Activation_Network_38,80,-0.9679210176455528,0.0,With Self Activation,100.0
80_With Self Activation_Network_39,80,0.878274031079956,0.0,With Self Activation,100.0
80_With Self Activation_Network_40,80,0.8620168589895041,0.0,With Self Activation,100.0
80_With Self Activation_Network_41,80,0.9353576156913744,0.0,With Self Activation,100.0
80_With Self Activation_Network_42,80,0.9857965490466106,0.0,With Self Activation,100.0
80_With Self Activation_Network_43,80,0.9999967272935212,0.0,With Self Activation,100.0
80_With Self Activation_Network_44,80,0.9998910752487586,0.0,With Self Activation,100.0
80_With Self Activation_Network_45,80,0.9999583195559872,0.0,With Self Activation,100.0
80_With Self Activation_Network_46,80,0.8917719960828802,0.0,With Self Activation,100.0
80_With Self Activation_Network_47,80,0.9410144618529812,0.0,With Self Activation,100.0
80_With Self Activation_Network_48,80,0.9984371353706584,0.0,With Self Activation,100.0
80_With Self Activation_Network_49,80,0.985387514560929,0.0,With Self Activation,100.0
80_With Self Activation_Network_50,80,0.9875354181929962,0.0,With Self Activation,100.0
80_With Self Activation_Network_51,80,0.8366591069594266,0.0,With Self Activation,100.0
80_With Self Activation_Network_52,80,0.9999448683994014,0.0,With Self Activation,100.0
80_With Self Activation_Network_53,80,0.9388212971134005,0.0,With Self Activation,100.0
80_With Self Activation_Network_54,80,0.906293978786024,0.0,With Self Activation,100.0
80_With Self Activation_Network_55,80,0.8526945796271017,0.0,With Self Activation,100.0
80_With Self Activation_Network_56,80,0.967959710263288,0.0,With Self Activation,100.0
80_With Self Activation_Network_57,80,0.6833346182688901,0.0,With Self Activation,100.0
80_With Self Activation_Network_58,80,0.9023809514364148,0.0,With Self Activation,100.0
80_With Self Activation_Network_59,80,0.9979406797149634,0.0,With Self Activation,100.0
80_With Self Activation_Network_60,80,0.9991424098476432,0.0,With Self Activation,100.0
80_With Self Activation_Network_61,80,0.970103311227706,0.0,With Self Activation,100.0
80_With Self Activation_Network_62,80,0.9618750899799748,0.0,With Self Activation,100.0
80_With Self Activation_Network_63,80,0.9983858354474026,0.0,With Self Activation,100.0
80_With Self Activation_Network_64,80,0.8549757260814788,0.0,With Self Activation,100.0
80_With Self Activation_Network_65,80,0.8769506485548533,0.0,With Self Activation,100.0
80_With Self Activation_Network_66,80,0.9979203566116956,0.0,With Self Activation,100.0
80_With Self Activation_Network_67,80,0.998673915050695,0.0,With Self Activation,100.0
80_With Self Activation_Network_68,80,0.860880868123,0.0,With Self Activation,100.0
80_With Self Activation_Network_69,80,0.8551480681334476,0.0,With Self Activation,100.0
80_With Self Activation_Network_70,80,0.9371227151809248,0.0,With Self Activation,100.0
80_With Self Activation_Network_71,80,0.9524548213751882,0.0,With Self Activation,100.0
80_With Self Activation_Network_72,80,0.9732296740097048,0.0,With Self Activation,100.0
80_With Self Activation_Network_73,80,0.9850126697664412,0.0,With Self Activation,100.0
80_With Self Activation_Network_74,80,0.9431889480458454,0.0,With Self Activation,100.0
80_With Self Activation_Network_75,80,0.9994497691978612,0.0,With Self Activation,100.0
80_With Self Activation_Network_76,80,0.7722884767552379,0.0,With Self Activation,100.0
80_With Self Activation_Network_77,80,0.8575993652940244,0.0,With Self Activation,100.0
80_With Self Activation_Network_78,80,0.7880505595426458,0.0,With Self Activation,100.0
80_With Self Activation_Network_79,80,0.8064653830180211,0.0,With Self Activation,100.0
80_With Self Activation_Network_80,80,0.9824719585735796,0.0,With Self Activation,100.0
80_With Self Activation_Network_81,80,0.9999775345477272,0.0,With Self Activation,100.0
80_With Self Activation_Network_82,80,0.7944265879828886,0.0,With Self Activation,100.0
80_With Self Activation_Network_83,80,0.9953657339863368,0.0,With Self Activation,100.0
80_With Self Activation_Network_84,80,0.9517261127828174,0.0,With Self Activation,100.0
80_With Self Activation_Network_85,80,0.9238041415077956,0.0,With Self Activation,100.0
80_With Self Activation_Network_86,80,0.7998926188153442,0.0,With Self Activation,100.0
80_With Self Activation_Network_87,80,0.850140821939263,0.0,With Self Activation,100.0
80_With Self Activation_Network_88,80,0.9975084040519322,0.0,With Self Activation,100.0
80_With Self Activation_Network_89,80,0.9950032271784012,0.0,With Self Activation,100.0
80_With Self Activation_Network_90,80,0.8778772987339969,0.0,With Self Activation,100.0
80_With Self Activation_Network_91,80,0.902744980127214,0.0,With Self Activation,100.0
80_With Self Activation_Network_92,80,0.9071379077322484,0.0,With Self Activation,100.0
80_With Self Activation_Network_93,80,0.9990910302138738,0.0,With Self Activation,100.0
80_With Self Activation_Network_94,80,0.9993381348432632,0.0,With Self Activation,100.0
80_With Self Activation_Network_95,80,0.9846984895612892,0.0,With Self Activation,100.0
80_With Self Activation_Network_96,80,0.9738696439877318,0.0,With Self Activation,100.0
80_With Self Activation_Network_97,80,0.9944498945040652,0.0,With Self Activation,100.0
80_With Self Activation_Network_98,80,0.9979861934630792,0.0,With Self Activation,100.0
80_With Self Activation_Network_99,80,0.996212287917903,0.0,With Self Activation,100.0
