index,Core Density,CC AB,F1,Number_of_Self_Activations,Self Activation Status
72_Without Self Activation_Network_11,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_12,72,-1.0,0.9639433333333334,0,Without Self Activation
72_Without Self Activation_Network_13,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_14,72,-1.0,0.96447,0,Without Self Activation
72_Without Self Activation_Network_15,72,-0.9999762394959442,0.9630666666666666,0,Without Self Activation
72_Without Self Activation_Network_16,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_17,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_18,72,-1.0,0.9663933333333332,0,Without Self Activation
72_Without Self Activation_Network_19,72,-1.0,0.9630833333333332,0,Without Self Activation
72_Without Self Activation_Network_20,72,-0.9999985065897932,0.9908866666666666,0,Without Self Activation
72_Without Self Activation_Network_21,72,-1.0,0.9817766666666669,0,Without Self Activation
72_Without Self Activation_Network_22,72,-0.999884051047041,0.9552699999999998,0,Without Self Activation
72_Without Self Activation_Network_23,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_24,72,-1.0,0.98121,0,Without Self Activation
72_Without Self Activation_Network_25,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_26,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_27,72,-0.9998566160653378,0.9405266666666668,0,Without Self Activation
72_Without Self Activation_Network_28,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_29,72,-1.0,0.9223033333333333,0,Without Self Activation
72_Without Self Activation_Network_30,72,-0.9999828252703132,0.9667899999999998,0,Without Self Activation
72_Without Self Activation_Network_31,72,-0.9999893000595498,0.9824033333333332,0,Without Self Activation
72_Without Self Activation_Network_32,72,-1.0,0.8259799999999999,0,Without Self Activation
72_Without Self Activation_Network_33,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_34,72,-1.0,0.98769,0,Without Self Activation
72_Without Self Activation_Network_35,72,-1.0,0.9818366666666668,0,Without Self Activation
72_Without Self Activation_Network_36,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_37,72,-1.0,0.9641533333333332,0,Without Self Activation
72_Without Self Activation_Network_38,72,-1.0,0.8370366666666667,0,Without Self Activation
72_Without Self Activation_Network_39,72,-1.0,0.9214366666666668,0,Without Self Activation
72_Without Self Activation_Network_40,72,-0.99927440998385,0.8798799999999999,0,Without Self Activation
72_Without Self Activation_Network_41,72,-1.0,0.9787633333333332,0,Without Self Activation
72_Without Self Activation_Network_42,72,-1.0,0.96256,0,Without Self Activation
72_Without Self Activation_Network_43,72,-0.999829642495636,0.7870766666666669,0,Without Self Activation
72_Without Self Activation_Network_44,72,-1.0,0.9336933333333332,0,Without Self Activation
72_Without Self Activation_Network_45,72,-1.0,0.9403066666666666,0,Without Self Activation
72_Without Self Activation_Network_46,72,-0.9997124195284164,0.7963300000000001,0,Without Self Activation
72_Without Self Activation_Network_47,72,-0.9999563088890724,0.9581133333333334,0,Without Self Activation
72_Without Self Activation_Network_48,72,-0.9999881170068512,0.9817699999999998,0,Without Self Activation
72_Without Self Activation_Network_49,72,-1.0,0.96198,0,Without Self Activation
72_Without Self Activation_Network_50,72,-1.0,0.9814999999999998,0,Without Self Activation
72_Without Self Activation_Network_51,72,-0.9998859575252648,0.9518166666666668,0,Without Self Activation
72_Without Self Activation_Network_52,72,-1.0,0.9832666666666668,0,Without Self Activation
72_Without Self Activation_Network_53,72,-1.0,0.8111166666666667,0,Without Self Activation
72_Without Self Activation_Network_54,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_55,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_56,72,-1.0,0.9673333333333334,0,Without Self Activation
72_Without Self Activation_Network_57,72,-1.0,0.8142999999999999,0,Without Self Activation
72_Without Self Activation_Network_58,72,-0.99999239089799,0.9786866666666664,0,Without Self Activation
72_Without Self Activation_Network_59,72,-1.0,0.9720966666666668,0,Without Self Activation
72_Without Self Activation_Network_60,72,-1.0,0.9743866666666666,0,Without Self Activation
72_Without Self Activation_Network_61,72,-1.0,0.97894,0,Without Self Activation
72_Without Self Activation_Network_62,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_63,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_64,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_65,72,-1.0,0.9797666666666668,0,Without Self Activation
72_Without Self Activation_Network_66,72,-1.0,0.98541,0,Without Self Activation
72_Without Self Activation_Network_67,72,-1.0,0.98027,0,Without Self Activation
72_Without Self Activation_Network_68,72,-1.0,0.9654066666666664,0,Without Self Activation
72_Without Self Activation_Network_69,72,-1.0,0.9999999999999998,0,Without Self Activation
72_Without Self Activation_Network_70,72,-1.0,0.8155633333333334,0,Without Self Activation
72_Without Self Activation_Network_71,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_72,72,-0.9999804241898596,0.9784566666666664,0,Without Self Activation
72_Without Self Activation_Network_73,72,-1.0,0.9593066666666664,0,Without Self Activation
72_Without Self Activation_Network_74,72,-1.0,0.9637333333333332,0,Without Self Activation
72_Without Self Activation_Network_75,72,-1.0,0.9560433333333332,0,Without Self Activation
72_Without Self Activation_Network_76,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_77,72,-1.0,0.9823066666666668,0,Without Self Activation
72_Without Self Activation_Network_78,72,-0.9996489819035922,0.88822,0,Without Self Activation
72_Without Self Activation_Network_79,72,-1.0,0.9725066666666666,0,Without Self Activation
72_Without Self Activation_Network_80,72,-1.0,0.9737,0,Without Self Activation
72_Without Self Activation_Network_81,72,-0.9999345559520396,0.9567866666666668,0,Without Self Activation
72_Without Self Activation_Network_82,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_83,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_84,72,-1.0,0.9483999999999998,0,Without Self Activation
72_Without Self Activation_Network_85,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_86,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_87,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_88,72,-1.0,0.9401333333333334,0,Without Self Activation
72_Without Self Activation_Network_89,72,-1.0,0.95043,0,Without Self Activation
72_Without Self Activation_Network_90,72,-1.0,0.9822,0,Without Self Activation
72_Without Self Activation_Network_91,72,-0.9999740444997552,0.9343433333333332,0,Without Self Activation
72_Without Self Activation_Network_92,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_93,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_94,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_95,72,-0.9999768634509544,0.97298,0,Without Self Activation
72_Without Self Activation_Network_96,72,-1.0,0.9641533333333332,0,Without Self Activation
72_Without Self Activation_Network_97,72,-1.0,0.92149,0,Without Self Activation
72_Without Self Activation_Network_98,72,-1.0,1.0,0,Without Self Activation
72_Without Self Activation_Network_99,72,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_0,80,-1.0,0.9515833333333334,0,Without Self Activation
80_Without Self Activation_Network_1,80,-1.0,0.98739,0,Without Self Activation
80_Without Self Activation_Network_2,80,-1.0,0.98939,0,Without Self Activation
80_Without Self Activation_Network_3,80,-1.0,0.9651266666666668,0,Without Self Activation
80_Without Self Activation_Network_4,80,-1.0,0.9771066666666666,0,Without Self Activation
80_Without Self Activation_Network_5,80,-1.0,0.9928566666666668,0,Without Self Activation
80_Without Self Activation_Network_6,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_7,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_8,80,-1.0,0.9999999999999998,0,Without Self Activation
80_Without Self Activation_Network_9,80,-1.0,0.9899099999999998,0,Without Self Activation
80_Without Self Activation_Network_10,80,-1.0,0.9888733333333332,0,Without Self Activation
80_Without Self Activation_Network_11,80,-1.0,0.8473299999999999,0,Without Self Activation
80_Without Self Activation_Network_12,80,-1.0,0.97192,0,Without Self Activation
80_Without Self Activation_Network_13,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_14,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_15,80,-1.0,0.9572133333333332,0,Without Self Activation
80_Without Self Activation_Network_16,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_17,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_18,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_19,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_20,80,-1.0,0.98372,0,Without Self Activation
80_Without Self Activation_Network_21,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_22,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_23,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_24,80,-1.0,0.97805,0,Without Self Activation
80_Without Self Activation_Network_25,80,-1.0,0.98765,0,Without Self Activation
80_Without Self Activation_Network_26,80,-1.0,0.97914,0,Without Self Activation
80_Without Self Activation_Network_27,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_28,80,-0.9999979658076724,0.9898933333333334,0,Without Self Activation
80_Without Self Activation_Network_29,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_30,80,-1.0,0.9873533333333334,0,Without Self Activation
80_Without Self Activation_Network_31,80,-1.0,0.98385,0,Without Self Activation
80_Without Self Activation_Network_32,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_33,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_34,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_35,80,-1.0,0.9847133333333332,0,Without Self Activation
80_Without Self Activation_Network_36,80,-1.0,0.98466,0,Without Self Activation
80_Without Self Activation_Network_37,80,-1.0,0.96578,0,Without Self Activation
80_Without Self Activation_Network_38,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_39,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_40,80,-1.0,0.9732033333333332,0,Without Self Activation
80_Without Self Activation_Network_41,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_42,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_43,80,-1.0,0.96897,0,Without Self Activation
80_Without Self Activation_Network_44,80,-0.9999987080893362,0.9913233333333332,0,Without Self Activation
80_Without Self Activation_Network_45,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_46,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_47,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_48,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_49,80,-1.0,0.9903266666666666,0,Without Self Activation
80_Without Self Activation_Network_50,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_51,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_52,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_53,80,-1.0,0.9732466666666666,0,Without Self Activation
80_Without Self Activation_Network_54,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_55,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_56,80,-1.0,0.9840133333333332,0,Without Self Activation
80_Without Self Activation_Network_57,80,-0.9997681944085156,0.9196666666666666,0,Without Self Activation
80_Without Self Activation_Network_58,80,-1.0,0.97236,0,Without Self Activation
80_Without Self Activation_Network_59,80,-1.0,0.9856666666666668,0,Without Self Activation
80_Without Self Activation_Network_60,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_61,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_62,80,-1.0,0.9630833333333332,0,Without Self Activation
80_Without Self Activation_Network_63,80,-1.0,0.9685066666666666,0,Without Self Activation
80_Without Self Activation_Network_64,80,-1.0,0.9999999999999998,0,Without Self Activation
80_Without Self Activation_Network_65,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_66,80,-1.0,0.9922433333333334,0,Without Self Activation
80_Without Self Activation_Network_67,80,-1.0,0.98731,0,Without Self Activation
80_Without Self Activation_Network_68,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_69,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_70,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_71,80,-1.0,0.9883566666666666,0,Without Self Activation
80_Without Self Activation_Network_72,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_73,80,-1.0,0.9928,0,Without Self Activation
80_Without Self Activation_Network_74,80,-1.0,0.9807133333333332,0,Without Self Activation
80_Without Self Activation_Network_75,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_76,80,-1.0,0.9853433333333332,0,Without Self Activation
80_Without Self Activation_Network_77,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_78,80,-1.0,0.98793,0,Without Self Activation
80_Without Self Activation_Network_79,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_80,80,-1.0,0.9560433333333332,0,Without Self Activation
80_Without Self Activation_Network_81,80,-1.0,0.98408,0,Without Self Activation
80_Without Self Activation_Network_82,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_83,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_84,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_85,80,-1.0,0.99444,0,Without Self Activation
80_Without Self Activation_Network_86,80,-0.9999917407842496,0.97725,0,Without Self Activation
80_Without Self Activation_Network_87,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_88,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_89,80,-1.0,0.9823033333333332,0,Without Self Activation
80_Without Self Activation_Network_90,80,-0.9999862565716362,0.9808666666666666,0,Without Self Activation
80_Without Self Activation_Network_91,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_92,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_93,80,-1.0,0.9664,0,Without Self Activation
80_Without Self Activation_Network_94,80,-1.0,0.9882,0,Without Self Activation
80_Without Self Activation_Network_95,80,-1.0,0.9729,0,Without Self Activation
80_Without Self Activation_Network_96,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_97,80,-1.0,1.0,0,Without Self Activation
80_Without Self Activation_Network_98,80,-1.0,0.9676666666666666,0,Without Self Activation
80_Without Self Activation_Network_99,80,-0.9999850712895482,0.9698066666666668,0,Without Self Activation
92_Without Self Activation_Network_0,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_1,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_2,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_3,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_4,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_5,92,-1.0,0.9924733333333332,0,Without Self Activation
92_Without Self Activation_Network_6,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_7,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_8,92,-1.0,0.9999999999999998,0,Without Self Activation
92_Without Self Activation_Network_9,92,-1.0,0.9927266666666664,0,Without Self Activation
92_Without Self Activation_Network_10,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_11,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_12,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_13,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_14,92,-1.0,0.99246,0,Without Self Activation
92_Without Self Activation_Network_15,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_16,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_17,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_18,92,-1.0,0.9928333333333332,0,Without Self Activation
92_Without Self Activation_Network_19,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_20,92,-1.0,0.99278,0,Without Self Activation
92_Without Self Activation_Network_21,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_22,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_23,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_24,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_25,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_26,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_27,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_28,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_29,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_30,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_31,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_32,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_33,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_34,92,-1.0,0.9925566666666664,0,Without Self Activation
92_Without Self Activation_Network_35,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_36,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_37,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_38,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_39,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_40,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_41,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_42,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_43,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_44,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_45,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_46,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_47,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_48,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_49,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_50,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_51,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_52,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_53,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_54,92,-1.0,0.9999999999999998,0,Without Self Activation
92_Without Self Activation_Network_55,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_56,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_57,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_58,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_59,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_60,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_61,92,-1.0,0.99263,0,Without Self Activation
92_Without Self Activation_Network_62,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_63,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_64,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_65,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_66,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_67,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_68,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_69,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_70,92,-1.0,0.99238,0,Without Self Activation
92_Without Self Activation_Network_71,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_72,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_73,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_74,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_75,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_76,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_77,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_78,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_79,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_80,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_81,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_82,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_83,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_84,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_85,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_86,92,-1.0,0.99272,0,Without Self Activation
92_Without Self Activation_Network_87,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_88,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_89,92,-1.0,0.99264,0,Without Self Activation
92_Without Self Activation_Network_90,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_91,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_92,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_93,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_94,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_95,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_96,92,-1.0,0.99247,0,Without Self Activation
92_Without Self Activation_Network_97,92,-1.0,0.9928433333333332,0,Without Self Activation
92_Without Self Activation_Network_98,92,-1.0,1.0,0,Without Self Activation
92_Without Self Activation_Network_99,92,-1.0,1.0,0,Without Self Activation
100_Without Self Activation_Network_0,100,-1.0,0.9999999999999998,0,Without Self Activation
